Entry,M_d1_A,M_d3_A,M_d6_A,O_d1_A,O_d3_A,O_d6_A,O_d7_A,O_d8_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,Pstr_d7_A
A4Y8W7,0,0,0,0,0,0,0,0,353,347,120,266,38,0
A4YGN0,0,0,0,0,0,0,0,0,9,8,3,0,3,0
A4YI89,0,0,0,0,0,0,0,0,188,226,111,53,40,0
A4YJX9,0,0,0,0,0,0,0,0,247,159,95,142,9,0
A4YQF7,0,0,0,0,0,0,0,0,80,68,14,14,3,0
A4YWC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5CPE3,0,0,0,0,0,0,0,0,118,127,40,16,17,0
A5CQ46,0,0,0,0,0,0,0,0,92,85,35,30,17,0
A5CZ28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A5D6U8,0,0,0,0,0,0,0,1,606,447,207,372,35,0
A5D787,0,0,0,0,0,0,0,0,7,16,14,0,0,0
A5D9W7,1,0,0,0,0,0,0,0,308,228,82,108,65,0
A5DAC8,0,0,0,0,0,0,0,0,12.905,20,18,11,1,0
A5DBG4,0,0,0,3,0,0,0,0,1480,1327,450,914,132,0
A5DS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DW14,0,0,0,0,0,0,0,0,7.829,8.227,0,0,0,0
A5DZE6,0,0,0,0,0,0,0,0,121,205,82,38,21,0
A5EVM2,0,0,0,0,0,0,0,0,331,293,119,184,41,0
A5EX84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5F0D5,0,0,0,0,0,0,0,0,183.909,110,81,46,15,0
A5F4G3,0,0,0,0,0,0,0,0,328,214,92,79,15,0
A5FKJ2,0,0,0,0,0,0,0,0,100,113,58,33,8,0
A5FMP6,0,0,0,0,0,0,0,0,132,116,56,38,18,0
A5GFW1,0,0,0,0,0,0,0,0,130,91,48,31,5,0
A5GRU8,0,0,0,1,0,0,0,0,6140.673,4907.39,2172.513,3123.63,436.836,0
A5ILF6,0,0,0,0,0,0,0,0,40.294,82.19,15.044,5,0,0
A5JTQ3,0,0,0,0,0,0,0,0,872,516,227,347,40,0
A5JYS0,0,0,0,0,0,0,0,0,259,271,93,57,62,0
A5K0N4,35.443,40.149,36.167,2.133,35.382,26.849,7.705,13.129,1023.848,1108,423.035,187.953,101,0
A5K302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PK19,0,0,0,0,0,0,0,0,85,165,45,34,29,0
A5PK45,0,0,0,0,0,0,0,0,327,304,124,55,13,0
A5PK71,0,0,0,0,0,0,0,0,655,723,335.971,185,90,0
A5PK74,0,0,0,0,0,0,0,0,5,11,9,7,1,0
A5PL98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PMF6,0,0,1,1,0,0,0,0,158.987,198,122,40,20,0
A5PMU4,0,0,0,0,0,0,0,0,268.996,261,121.408,143,19,0
A5PN09,0,0,0,0,0,0,0,0,115,101,73,11,0,0
A5U6Y1,0,0,0,0,0,0,0,0,87,46,11,13,12,0
A5UK20,0,0,0,0,0,0,0,0,29,72,23,5,2,0
A5ULM5,0,0,0,0,0,0,0,0,6.723,9.829,2.255,6.614,0,0
A5UN65,0,0,0,0,0,0,0,0,8,9,6,0,1,0
A5UYW4,0,0,0,0,0,0,0,0,23.497,22.194,0,5,3.006,0
A5VJ94,0,0,0,0,0,0,0,0,92,102,31,16,26,0
A5WFR0,0,0,0,0,0,0,0,0,24,26,3,0,0,0
A5WGS3,0,0,0,0,0,0,0,0,4,1,0,3,0,0
A5WVX1,0,0,0,0,0,0,0,0,80,91,39,26,5,0
A5WVX9,0,0,0,0,0,0,0,0,12,4,0,0,0,0
A5WWA0,0,0,0,0,0,0,0,0,19,18,6,3,0,0
A5YM72,0,0,0,0,0,0,0,0,246.477,231.55,121.502,143.977,21.127,0
A6BM06,0,0,0,0,0,0,0,0,115,124,60,26,17,0
A6H1P4,0,0,0,0,0,0,0,0,422,455,186,362,61,0
A6H6A9,0,0,0,0,0,0,0,0,107,190,67,46,12,0
A6H759,0,0,0,0,0,0,0,0,228,314,111,72,41,0
A6H779,0,0,0,0,0,0,0,0,92,143,73,71,27,0
A6H8H5,0,0,0,0,0,0,0,0,86,93,33,2,8,0
A6H8Z2,0,0,0,0,0,0,0,0,6,10,5,0,3,0
A6LAP3,0,0,0,0,0,0,0,0,33,53,19,12,2,0
A6LFV1,0,0,0,0,0,0,0,0,8,34,8,2,5,0
A6LNY4,2,0,0,4,0,0,0,0,226,371,160,364,82,0
A6MVS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6MVW9,0,0,0,0,0,0,0,0,851.654,832.174,346.654,430.848,98,0
A6MVX9,0,0,0,0,0,0,0,0,255.405,293.784,96.439,97.805,18.697,0
A6N6J5,0,0,0,0,0,0,0,0,515,506,224,113,29,0
A6NC57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NE01,0,0,0,0,0,0,0,0,2.201,2,0,0,2,0
A6NEC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHC0,0,0,0,0,0,0,0,0,12,19,4,0,1,0
A6NHY2,0,0,0,0,0,0,0,0,201,166,66,113,19,0
A6NK02,0,0,0,0,0,0,0,0,5.004,1.075,0,0,0,0
A6NMK7,0,0,0,0,0,0,0,0,244,156,72,50,11,0
A6NN14,0,0,0,0,0,0,0,0,80.075,82.931,36.013,0,28.403,0
A6P3B2,0,0,0,0,0,0,0,0,154.354,144.215,48,121.997,10.42,0
A6Q486,0,0,0,0,0,0,0,0,89.097,112.027,71.215,29,6,0
A6QL50,0,0,0,0,0,0,0,0,853,518.005,266,173.081,28,0
A6QL63,0,0,0,0,0,0,0,0,339,311,103,159,53,0
A6QLH5,0,0,0,0,0,0,0,2,685,513,195,368,22,0
A6QLQ8,0,0,1,0,0,0,0,0,138,166,67,15.424,24,0
A6QLU1,2,0,0,0,0,0,0,0,1416,976,365,923,57,0
A6QLU8,0,0,0,2,0,0,0,0,2116,1539,794,916,152,0
A6QP05,0,0,0,0,0,0,0,0,179,189,94.389,56.824,22,0
A6QP29,0,0,0,0,0,0,0,0,139,207,60,61,24,0
A6QP55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QP81,0,0,0,0,0,0,0,2,76,54,34,15,10,0
A6QPN6,0,2,0,0,0,0,0,0,315,296,138,144,44,0
A6QQ71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QQM4,0,0,0,0,0,0,0,0,49,59,26,6,17,0
A6QQU6,0,0,0,0,0,0,0,0,56,88,31,14,6,0
A6QR55,0,0,0,0,0,0,0,0,60,91.511,10,26,17,0
A6QYH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6RC50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6RPU8,0,0,0,0,0,0,0,0,11,14,8,1,6,0
A6SCT6,0,0,0,0,0,0,0,0,255,368,128,93.637,20,0
A6SG70,0,0,0,0,0,0,0,0,62,46,27,27,6,0
A6SZN9,0,0,0,0,0,0,0,0,41,7,2,23,0,0
A6TEB3,0,0,0,0,0,0,0,0,51,95,33,10,11,0
A6TEE9,0,0,0,0,0,0,0,0,3,3,0,0,4,0
A6UEY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6VG23,0,0,0,0,0,0,0,0,33,35,21,0,3,0
A6VMR4,0,0,0,0,0,0,0,0,62,64,34,8,9,0
A6W7L7,0,0,0,0,0,0,0,0,48.266,36.838,14.759,2.153,2,0
A6WE36,0,0,0,0,0,0,0,0,53,61,47,24,5,0
A6WYH5,0,0,0,0,0,0,0,0,413,312,117,87,73,0
A6WYI0,0,0,0,0,0,0,0,0,85,67,28,23,10,0
A6X7E7,0,0,0,0,0,0,0,0,328,296.309,95.004,147,45,0
A6YG64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZM04,0,0,0,0,0,0,0,0,67,87,32,26,5,0
A6ZMR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZYI0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0
A7E2V1,0,0,0,0,0,0,0,0,511,547,239,52,45,0
A7EJY3,0,0,0,0,0,0,0,0,194,141,76,52,6,0
A7F045,0,0,0,0,0,0,0,0,16,16,10,0,2,0
A7G9Q7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7GI10,0,0,2,0,0,0,0,0,865,755,276,416,78,0
A7GMR0,0,0,0,0,0,0,0,0,30,37,23,12,2,0
A7HHN3,0,0,0,0,0,0,0,0,12,21,13,0,7,0
A7HM43,0,0,0,0,0,0,0,0,43,38,1,16,4,0
A7HME4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HSA5,0,0,0,0,0,0,0,0,14,46,5,2,4,0
A7HZ39,0,0,0,3,0,0,0,0,710,788,367,318,36,0
A7I4T7,0,0,0,0,0,0,0,0,46,113,27,41,19,0
A7I5P9,0,0,0,0,0,0,0,0,157,157,83,141,69,0
A7KAU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7KAU3,0,0,0,0,0,0,0,0,36,43,11,42,11,0
A7LXS9,0,0,0,0,0,0,0,0,49,54,37,10,4,0
A7LXU3,0,0,0,0,0,0,0,0,25.066,19,5,0,1,0
A7MB73,0,0,0,0,0,0,0,0,51.492,62.771,17.001,0,2,0
A7MBH5,0,0,0,0,0,0,0,0,180,234.899,132,74,23,0
A7MBI7,0,0,0,0,0,0,0,0,65,55,16,15,1,0
A7MBP4,0,0,0,0,0,0,0,0,272,217,91,111,29,0
A7ME23,0,0,0,0,0,0,0,0,31,63,29,22,10,0
A7MQN1,0,0,0,0,0,0,0,0,131,168,63,102,23,0
A7MXZ9,0,0,0,0,0,0,0,0,76,53,14,5,1,0
A7N307,0,0,0,0,0,0,0,0,234,231,80,53,3,0
A7PQS0,0,0,0,0,0,0,0,0,351.013,312.894,137.346,85.452,21.572,0
A7PZL3,0,0,0,0,0,0,0,0,5,0,0,0,0,0
A7QJG1,0,0,0,0,0,0,0,4,1769,1758,589,851,228,0
A7RDN6,0,0,0,0,0,0,0,0,65,112,37,13,27,0
A7RK30,0,0,0,0,0,0,0,0,53.987,61,32,16,14,0
A7RKF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RM45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7S2N8,0,0,0,0,0,0,0,0,18,30,12,2,2,0
A7SDW5,0,0,0,0,0,0,0,0,315,338,143,77,32,0
A7SE05,0,0,0,0,0,0,0,0,30,71,23,10,11,0
A7SG73,0,0,0,0,0,0,0,0,96,128,99,29,39,0
A7SLC8,0,0,0,0,0,0,0,0,6,2,0,0,0,2
A7SNN5,0,0,0,0,0,0,0,0,155,179,60,8,28,0
A7STV9,0,0,0,0,0,0,0,0,22,32.734,14.967,3,1,0
A7SWH1,0,0,0,0,0,0,0,3,121,212,72,15,37,0
A7T1N0,0,0,0,0,0,0,0,0,123.068,109.168,35,30,18,0
A7TKR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7TSF4,0,0,0,0,0,0,0,0,13,5,0,0,3,0
A7TTT5,0,0,0,0,0,0,0,0,25,22,9,3,9,0
A7UX13,0,0,0,0,0,0,0,0,65,68,8,0,11,0
A7VK00,0,0,0,0,0,0,0,0,0,2,1,0,0,0
A7WM73,0,0,0,0,0,0,0,0,9,13,12,6,0,0
A7XDQ9,0,0,0,0,0,0,0,0,969,823,337,563,58,0
A7YY53,0,0,0,0,0,0,0,0,363,321,127,242,52,0
A7Z050,0,0,0,0,0,0,0,0,163,167,63,14,28,0
A7Z056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z061,0,0,0,0,0,0,0,0,150.995,109,51,15,23,0
A7Z3F2,0,0,0,0,0,0,0,0,64,95.631,41,20,22,0
A7Z4X7,0,0,0,0,0,0,0,0,38,51,14,14,8,0
A7ZCH3,0,0,0,0,0,0,0,0,23,13,15,6,0,0
A8AJW9,0,0,0,0,0,0,0,0,361,313,93,171,20,0
A8APS7,0,0,0,0,0,0,0,0,331,318,169,92,49,0
A8ARD9,0,0,0,0,0,0,0,0,56,43,9,30,7,0
A8CDR5,0,0,0,0,0,0,0,0,177,160,92,36,20,0
A8CVX7,0,0,0,0,0,0,0,0,37,55,27,8,4,0
A8DS38,0,0,0,0,0,0,0,0,128.006,109.052,60,57,11,0
A8DZH4,0,0,0,0,0,0,0,0,17,33,19,4,3,0
A8EX76,0,0,0,0,0,0,0,0,2.762,1.965,0,0,0,0
A8EXK1,0,0,0,3,0,0,0,0,343.967,392.05,146.204,133.852,40.195,0
A8F3K0,0,0,0,0,0,0,0,0,41.775,20,14,13,6,0
A8FED1,0,0,0,0,0,0,0,0,140,199,54,105,41,0
A8G2E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8G6V0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8G9J4,0,0,0,0,0,0,0,0,6,53,3,6,10,0
A8GG78,0,0,0,0,0,0,0,0,371,409,343,136,54,0
A8GG79,0,0,0,0,0,0,0,0,421,450,173,81,23.777,0
A8GXR7,0,0,0,0,0,0,0,0,26,47,22,0,4,0
A8HMZ4,0,0,0,0,0,0,0,0,679,623,221,293,103,0
A8HQ54,0,0,0,0,0,0,0,0,252,344,109,156,43,5
A8HS48,2,0,4,2,0,0,0,0,2922.8,2267.528,1176.136,2091.306,402.001,0
A8HUA1,0,0,0,0,0,0,0,0,878.069,1229.961,552.98,189.833,113,0
A8HYP5,0,0,0,0,0,0,0,0,99,133,39,54,24,0
A8I1Q0,0,0,0,0,0,0,0,0,482.024,531,307,308,28,0
A8I4E9,0,1,0,0,0,0,0,0,762.215,1141.756,440.22,231.798,177.778,0
A8I9E8,0,0,0,0,0,0,0,0,455,589,211,128,45.542,0
A8IAT8,0,0,0,0,0,0,0,0,193,132,70,113,34,0
A8IB22,0,0,0,0,0,0,0,0,185,157,66,33,28,0
A8IHV3,0,0,0,0,0,0,0,0,120,197.99,82,27,9,0
A8ILK1,0,0,0,0,0,0,0,0,435,371,134,78,34,0
A8IPQ8,0,0,0,0,0,0,0,0,1107.003,995,366,823,108,0
A8IQE0,0,0,5,0,0,0,0,0,253,345,174,54,38,0
A8ISN6,0,0,0,0,0,0,0,0,199,213,62,98,21,0
A8IUG5,0,0,0,0,2,0,0,0,334,473,177,97,61,0
A8IW99,0,0,0,0,0,0,0,0,189,164,59,54,31,0
A8J0N6,0,0,0,0,0,0,0,0,179,278,94,64,37,0
A8J1V4,0,0,0,0,0,0,0,0,170,297,145,62,43,0
A8J637,2,0,0,0,0,0,0,0,535,671,306,280,91,0
A8J6J0,0,0,0,0,0,0,0,0,1144,1096,444,729,94,0
A8JB22,0,0,0,0,0,0,0,0,217,325,127,105,71,0
A8JF70,0,0,0,0,0,0,0,0,826.207,1005.126,441.739,265,90,0
A8JFU2,0,0,0,0,0,0,0,0,151,109,43,25,6,0
A8JID5,0,0,0,0,0,0,0,0,180,190,120,21,8,0
A8JQX3,0,0,8,0,0,0,0,0,1127,992,460,174.999,96,0
A8JR14,0,0,0,0,0,0,0,0,124,99,62,45,20,0
A8KB59,0,0,0,0,0,0,0,0,309,269,108,122,52,0
A8KBF3,0,0,0,0,0,0,0,0,33,31,9,2,17,0
A8KBL5,0,0,0,0,0,0,0,0,204.955,190.54,104.31,57,23.891,0
A8M3K6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MAJ1,0,0,0,0,0,0,0,0,2.97,0,2,0,0,0
A8MC04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MJT5,0,0,0,0,0,0,0,0,70,87,39,15,8,0
A8MPY1,0,0,0,0,0,0,0,0,87,149,92,22,3,0
A8MR93,0,0,0,0,0,0,0,0,8,10,4,4,1,0
A8MUP2,0,0,0,0,0,0,0,0,23,11,3,17,2,0
A8N5J5,0,0,0,0,0,0,0,0,5,15,1,0,3,0
A8NDT2,0,0,0,0,0,0,0,0,403,447,107,51,33,0
A8NEG8,0,0,0,0,0,0,0,0,32,43,45,8,9,0
A8NJZ7,0,0,0,0,0,0,0,0,90,106,43,25,21,0
A8QCE4,0,0,0,0,0,0,0,0,0,16,5,7,2,0
A8W969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8WGA0,0,0,0,0,0,0,0,0,164,126,57,43,6,0
A8WGF4,0,0,0,0,0,0,0,0,839,596,249,628,38,0
A8WMY3,0,0,0,0,0,0,0,0,28,75,36,11,5,0
A8WQK3,0,0,0,0,0,0,0,0,70,86,19,15,6,0
A8WRV1,0,0,0,0,0,0,0,0,119.535,122,52.78,29,11,0
A8WS58,0,0,0,0,0,0,0,0,11,8,8,3,2,0
A8WVU9,0,0,0,0,0,0,0,0,70,45,36,6,3,0
A8WXF6,0,0,0,0,0,0,0,0,188,179,84,70,38,0
A8X6H1,0,0,0,0,0,0,0,0,1141,975,440,237,119,0
A8X6H4,0,0,0,0,0,0,0,0,172,174,85,39,15,0
A8X8C6,0,0,0,0,0,0,0,0,20,51,8,13,5,0
A8XJL7,0,0,0,0,0,0,0,0,222,192,70,77,27.69,0
A8XJW8,0,0,0,0,0,0,0,0,47,60,50,2,1,0
A8XKF2,0,0,0,0,0,0,0,0,25,61,0,0,6,0
A8XPH5,0,0,0,0,0,0,0,0,1,11,8,4,0,0
A8XQD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8XV40,0,0,0,0,0,0,0,0,249,319,89,41,25.003,0
A8XWW4,0,0,0,0,0,0,0,0,256,285,129,37,55,0
A8XYW9,0,0,0,0,0,0,0,0,10,24,21,10,3,0
A8XZJ9,0,0,0,0,0,0,0,0,6,14,5,3,1,0
A8Y5H7,0,0,0,0,0,0,0,0,88,119,65,9,25,0
A8YUS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8YVQ1,0,0,0,0,0,0,0,0,11,20,3,0,3,0
A8YXM7,0,0,0,1,0,0,0,0,39,44,15,3,13,0
A9A1T2,0,1,0,0,0,0,0,0,286.109,300.908,153.179,154.728,24,0
A9A3L9,0,0,0,0,0,0,0,0,18,11,7,0,0,0
A9AWF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9B434,0,0,0,0,0,0,0,1,230,268,152,235,41,0
A9BEU2,0,0,0,0,0,0,0,0,86,76,45,24,5,0
A9BHB5,0,0,0,0,0,0,0,0,293,280,102,219,73,0
A9BJC1,0,0,0,0,0,0,0,1,322.906,355.647,162.738,82,34,0
A9BVK1,0,0,0,0,0,0,0,0,4,9,2,0,0,0
A9CJC9,0,0,0,0,0,0,0,0,138,212,98,30,13,0
A9FGB8,0,0,0,0,0,0,0,0,50,67,41,1,11,0
A9FJ48,0,0,0,0,0,0,0,0,21,27,15,0,15,0
A9IXE1,0,0,0,0,0,0,0,0,184.035,164.598,76.224,25.352,25.769,0
A9KJH8,0,0,0,0,0,0,0,0,241,302,110,246,49,0
A9KK15,0,0,0,0,0,0,0,0,51,55,9,16,3,0
A9LNK9,0,0,0,0,0,0,0,0,346,372,86,94,8,0
A9MR76,0,0,0,0,0,0,0,0,0,0,0,0,2,0
A9NUH8,35,32,28,0,0,0,0,0,9307.791,7589.502,2876.185,3206.7,756.444,0
A9PCL4,0,0,0,0,0,0,0,0,289,226,102,224,22,0
A9QM74,0,0,0,0,0,0,0,0,41,76,24,8,6,0
A9RBS1,0,0,0,0,0,0,0,0,96,144,31,62,18,0
A9S9Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9SDL4,0,0,0,0,0,0,0,0,11,20,1,0,12,0
A9SIZ6,0,0,0,0,0,0,0,0,42.383,53.78,21.009,42.146,6.715,0
A9T142,0,0,0,0,0,0,0,0,55.417,43,20.313,13.637,1,0
A9ULY7,0,0,0,0,0,0,0,0,188,193,84,69,15,0
A9UMG5,0,0,0,0,0,0,0,0,18,23,14,8,3,0
A9UNU6,0,0,0,0,0,0,0,0,22,34,12,23,8,0
A9UQ62,0,0,0,0,0,0,0,0,6,15,0,0,0,0
A9V2C1,0,0,0,0,0,0,0,0,64,67,23,3,7,0
A9V3C0,0,0,0,0,0,0,0,0,63.373,116.577,46.643,14,27.749,0
A9VE54,0,0,0,0,0,0,0,0,30,61,13,11,32,0
A9W2R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9WGE3,0,0,0,0,0,0,0,0,40,31,18,13,11,0
A9YWR6,0,0,0,0,0,0,0,0,55,55.306,24,12,11,0
A9ZPH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BNA9,0,0,0,0,0,0,0,0,52,38,11,7,4,0
B0BNE5,0,0,0,0,0,0,0,0,155,290,96,53,44,0
B0BZL2,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0
B0C0E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0C474,0,0,0,0,0,0,0,0,14.305,9.761,4.519,12.516,0,0
B0C4N8,0,0,0,0,0,0,0,0,378,265,124,114,16,0
B0C872,0,0,0,0,0,0,0,0,139,156,75,35,5,0
B0CAV7,0,0,0,0,0,0,0,0,154,190,55,98,31,0
B0CFQ6,0,0,0,0,0,0,0,0,668.912,567.226,323.042,240.03,51,0
B0CGU5,0,0,0,0,0,0,0,0,78,43,16,11,8,0
B0DOB4,0,0,0,0,0,0,0,0,95,155,46,7,6,0
B0DOB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0DQB9,0,0,0,0,0,0,0,0,81,66.213,38,18,9,0
B0F9L4,0,0,0,0,0,0,0,0,25,22,23,4,1,0
B0G143,0,0,0,0,0,0,0,0,71,100,67,4,23,0
B0G159,0,0,0,0,0,0,0,0,41,189,69.79,71,11,0
B0G172,0,0,0,0,0,0,0,0,47,111,27,18,5,0
B0JL12,0,0,0,0,0,0,0,0,33,10.001,13,0,1,0
B0JQT7,0,0,0,0,0,0,0,0,176,230,103,22,39,0
B0JSP4,0,0,0,0,0,0,0,0,341,241,132,57,20,0
B0JTL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0JVM6,0,0,0,0,0,0,0,0,13,23,6,0,3,0
B0JW23,0,0,0,0,0,0,0,0,43.903,46.973,11.785,0,0,0
B0JXE2,0,0,0,0,0,0,0,0,135,122,70,11,17,0
B0JZD0,0,0,0,1,0,0,0,0,940,624,268,269,46,0
B0K534,0,0,0,0,0,0,0,0,147.814,102.626,41.816,21,11,0
B0K625,0,0,0,0,0,0,0,0,240,234,103,57,24,0
B0KTG8,0,0,0,0,0,0,0,0,56,69.003,36,6,10,0
B0KWH8,0,0,0,0,0,0,0,0,69,32,27,6,5,0
B0R0B1,0,0,0,1,0,0,0,0,1710.671,1417.828,496.627,739.773,132.716,0
B0R0T1,0,0,0,0,0,0,0,0,31,45,18,4,2,0
B0R4J2,0,0,0,0,0,0,0,0,130,241,79,90,3,0
B0RCZ0,0,0,0,0,0,0,0,0,47,76,32,22,13,0
B0RIH2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B0RVK2,0,0,0,0,0,0,0,0,338.909,331.423,147,61.017,5,0
B0S0K7,0,0,0,0,0,0,0,0,13,13,11,3,3,0
B0S5D5,0,0,0,0,0,0,0,0,44,36,16,0,2,0
B0S6T2,0,0,0,0,0,0,0,0,33,47,21,6,3,0
B0SRF0,0,0,0,0,0,0,0,0,44,51,33,25,18,0
B0T152,0,0,0,0,0,0,0,0,152,125,43,116,5,0
B0UCL4,0,0,0,0,0,0,0,0,297,310,129,234,64,0
B0UHW2,0,0,0,0,0,0,0,0,49,40,30,39,11,0
B0UYT5,0,0,0,0,0,0,0,0,2,6,1,0,0,0
B0V2S2,0,0,0,0,0,0,0,0,84,80,30,6,11,0
B0XDC4,0,0,0,0,0,0,0,0,93,77,30,26,0,0
B0XN12,0,0,0,0,0,0,0,0,168,201,80,59,15,0
B1ANS9,0,0,0,0,0,0,0,0,107,105,59,25,10,0
B1AQJ2,0,0,0,0,0,0,0,0,45,107,62,31,8,0
B1AUE5,0,0,0,0,0,0,0,0,37,20,7,15,10,0
B1AVH7,0,0,0,0,0,0,0,0,128,192,56,34,31,0
B1AVY7,0,0,0,0,0,0,0,0,135,177,77.099,11,0,0
B1H1H3,0,0,0,0,0,0,0,0,8.184,7.458,6.005,0,0,0
B1HQE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1I3B8,0,0,0,0,0,0,0,0,6,3,0,0,0,0
B1J5W7,0,0,0,0,0,0,0,0,12,38,14,0,7,0
B1JNA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1JQ39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1LXF6,0,0,0,0,0,0,0,0,180,171,71,17,5,0
B1MTL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1MVN7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B1Q257,0,0,0,0,0,0,0,0,0,2,0,0,0,0
B1VTI5,2,0,0,0,0,0,0,0,161,141,76,55,9,0
B1VTW2,0,0,0,0,0,0,0,0,18,31,7,4,6,0
B1WAS2,0,0,0,0,0,0,0,0,136,80,42,24,7,0
B1WB06,0,0,0,0,0,0,0,0,8,21,4,3,3,0
B1WBP0,0,0,0,0,0,0,0,0,510,489,202,476,34,0
B1WC58,0,0,0,0,0,0,0,0,75,174.878,51,37,25,0
B1WQR4,0,0,0,0,0,0,0,0,140,152,60,207,53,0
B1WVY1,0,0,0,0,0,0,0,0,127,102.999,46,20,16,0
B1X3H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1XHY7,1,0,0,0,0,0,0,0,3600.323,3471.455,1322.784,2391.365,466.152,4
B1XJS8,0,0,0,0,0,0,0,0,454,469,198,284,70,0
B1XT48,0,0,0,0,0,0,0,0,10,14,3,0,5,0
B1XWR5,0,0,0,0,0,0,0,0,29,31,11,7,0,0
B1YBD4,0,0,0,0,0,0,0,0,71,79,73,18,3,0
B1YK83,0,0,0,0,0,0,0,0,2,2,0,0,0,0
B1YVE0,0,0,0,0,0,0,0,0,77,71,42,66,1,0
B2A1G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2A2K6,0,0,0,0,0,0,0,0,21.899,17.073,0,6,3,0
B2CPI6,0,0,0,0,0,0,0,0,31,55,11,5,0,0
B2GBQ5,0,0,0,0,0,0,0,0,0,0,4.473,0,0,0
B2GUB3,0,0,0,0,0,0,0,0,444.698,402.273,186.252,61,35,0
B2GUV7,0,0,2,0,0,0,0,0,250,316,130,75,22,0
B2HIL7,0,0,0,0,0,0,0,0,321,402,143,53,36,0
B2HIM0,0,0,0,0,0,0,0,0,101.338,19,4,38,0,0
B2IDK3,0,0,0,0,0,0,0,0,338,360,169,437,23,0
B2J056,0,0,0,0,0,0,0,0,804,716,284,560,110,0
B2J3P0,0,0,0,0,0,0,0,0,12,29,11,6,6,0
B2J427,1,0,0,0,0,0,0,1,725,809,280,158,24,0
B2J6X9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2JS89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2KNH9,0,0,0,0,0,0,0,0,133,190,81,93,11,0
B2RJ75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RLJ0,0,0,0,0,0,0,0,0,87,102,33,17,19,0
B2RW38,0,0,0,0,0,0,0,0,322.744,478.044,219.133,89.167,47,0
B2RX12,0,0,0,0,0,0,0,0,51,27,14,7,1,0
B2RX14,0,0,0,0,0,0,0,0,303,228,142,83,4.988,0
B2RXR6,0,0,0,0,0,0,0,0,281,359,142,49,49,0
B2RYG6,0,0,0,0,0,0,0,0,37,35.441,10,16,6,0
B2RZ50,0,0,3,0,0,0,0,0,108,102,8,9,27,0
B2TLZ8,0,0,0,0,0,0,0,0,93,177.746,77,76,11,0
B2TMY2,0,0,0,0,0,0,0,0,16,24,2,0,6,0
