Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
A8HMZ4,172,77,78,223,2,0,0,0,1,0,0,25,0,0,1,3,0,15,0,679,623,221,293,103,0,0,0,0,0,0,0,25,0,1,0,1,0,1,0,0
A8HQ54,73,49,39,123,4,0,0,0,0,1,0,1,0,0,0,0,0,5,0,252,344,109,156,43,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0
A8HS48,1007.221,135.101,99,247,1,0,191,268,8,10,18,49,38,8,85,16,20,21,4,2922.8,2267.528,1176.136,2091.306,402.001,0,0,0,0,0,0,0,14.649,2942,3043,2539,3435,4510,3807,5452,2378
A8HUA1,134.49,102,217,462.41,16,0,47,107,7,18,20,26,18,9,103,31,35,33,0,878.069,1229.961,552.98,189.833,113,0,0,0,0,0,0,0,82,16,13,23,847,1317,1081,625,1454
A8I1Q0,60,78,61,133,0,0,0,4,9,24,20,59,54,2,45,42,15,17,0,482.024,531,307,308,28,0,0,0,0,0,0,0,6,51,89,78,17,6,39,17,17
A8I4E9,167.452,154.682,107.83,328.802,4,0,5,5,13,27,12,29,48,3,15,13,6,21,0,762.215,1141.756,440.22,231.798,177.778,0,0,0,0,0,0,0,22,6,4,3,0,0,0,0,1
A8I9E8,76,28,25,53,1,0,0,1,0,2,0,13,2,0,19,2,9,44,0,455,589,211,128,45.542,0,0,0,0,0,0,0,2,0,0,2.014,0,8,0,0,2
A8IB22,55,149,124,327,4,0,0,0,0,0,0,18,1,0,0,0,0,0,0,185,157,66,33,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
A8ILK1,54,221.073,126,366,1,0,46,104,71,367,157,257,443.021,7,21,16,10,10,0,435,371,134,78,34,0,0,0,0,0,0,0,33,0,2,7,432,1222,915,528,1223
A8IQE0,38,130,118,261.169,11,0,1,0,1,22,8,4,4,1,6,1,1,30,5,253,345,174,54,38,0,0,0,0,0,0,0,9,0,0,4,3,2,3,7,6
A8IW99,32,13,8,29,0,0,5,14,13,17,48,47,41,0,0,0,0,4,0,189,164,59,54,31,0,0,0,0,0,0,0,2,0,0,0,131,112,164,108,135
A8J0N6,43.786,72,68.401,149,5,0,0,0,0,0,0,8,0,2,24,5,5,3,0,179,278,94,64,37,0,0,0,0,0,0,0,6,1,0,1,0,2,0,6,2
A8JF70,152,179.001,161.069,450,16,0,2,7,9,18,18,53,36,3,185,72,68,38,0,826.207,1005.126,441.739,265,90,0,0,0,0,0,0,0,49.883,9,4,4,16,16,12,2,9
A8JID5,27,35,36,68,0,0,4,4,0,10,4,2,7,4,3,3,2,11,0,180,190,120,21,8,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,1
A8JQX3,229,87,45,124,0,0,23,51.003,46,333,132,328,367,1,284.024,171,124,3,8,1127,992,460,174.999,96,0,0,0,0,0,0,0,4,368.711,604,343,85.046,149,195,165,304
A8KBL5,44,32,44,57,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,204.955,190.54,104.31,57,23.891,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
A8MJT5,8,11,11,27,0,0,12,16,0,0,0,0,1,0,1,0,0,1,0,70,87,39,15,8,0,0,0,0,0,0,0,0,0,0,0,53,106,85,87,93
A8MR93,3,0,0,1,0,0,0,0,1,5,3,2,2,0,2,0,3,0,0,8,10,4,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
A8WGF4,181,37,48,108,0,0,0,0,59,214,96,243,221,1,8,2,6,5,0,839,596,249,628,38,0,0,0,0,0,0,0,13,0,0,0,1,5,0,0,3
A8X6H1,326,67,23,89,5,0,6,44,3,8,3,7,3,2,58,20,7,8,0,1141,975,440,237,119,0,0,0,0,0,0,0,0,2,0,2,144,329,352,192,503
A9A1T2,66,0,0,2,0,0,0,0,0,0,0,0,0,0,11,12,2,7,0,286.109,300.908,153.179,154.728,24,0,0,0,0,0,0,0,0,4,10,5,0,0,0,4,2
A9A3L9,5,26,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
A9BEU2,28,59,49,122,2,0,2,3,11,61,37,57,76,2,145,79,68,0,0,86,76,45,24,5,0,0,0,0,0,0,0,29,90,166,98,44,159,119,124,112
A9BHB5,71,107,50,134,0,0,0,1,3,0,0,8,2,3,4,1,0,0,0,293,280,102,219,73,0,0,0,0,0,0,0,21,1,11,1,17,25,14,11,22
A9CJC9,29,175,158.999,389,23,0,3,2,4,13,7,32,21,3,74,15,35,2,0,138,212,98,30,13,0,0,0,0,0,0,0,47,35,62,35,18,48,39,8,18
A9LNK9,56,104,54,189.009,2,0,0,4,20,57,30.005,66,78,1,33,9,8,7,0,346,372,86,94,8,0,0,0,0,0,0,0,50,0,4,0,0,0,0,0,0
A9PCL4,50,144.927,123.483,206,10,0,102,130,175,659,416,642,774.949,8,910,616,477,15,0,289,226,102,224,22,0,0,2,0,0,0,0,32,894,1593,943,1748,3064,3233,3819,1789
A9RBS1,31,24,22,72.467,1,0,0,0,0,0,0,2,0,0,8,4,9,7,0,96,144,31,62,18,0,0,0,0,0,0,0,0,1,4,1,9,5,1,2,3
A9UMG5,8,41,33,107,2,0,0,0,40,169,111,182,241,3,0,0,0,3,0,18,23,14,8,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
A9UNU6,10,84,96,182,5,0,3,7,3,33,12,46,31,0,272.852,124.018,123,0,0,22,34,12,23,8,0,0,0,0,0,0,0,4,0,0,0,59,140,98,26,103
A9V2C1,13,32,25,47,4,0,0,1,6,0,7,0,5,0,0,0,0,5,0,64,67,23,3,7,0,0,0,0,0,0,0,2,3,8,5,10,1,2,1,7
A9V3C0,25.48,57,51,90,0,0,0,0,1,16,3,8,8,0,1,1,0,0,0,63.373,116.577,46.643,14,27.749,0,0,0,0,0,0,0,10,0,0,0,1,2,0,2,1
A9VE54,28,68,46,77,7,0,0,0,11,16,13,32,25,6,1,2,1,0,0,30,61,13,11,32,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
A9WGE3,8,11,6,8,0,0,0,0,5,20,4,31,24,0,14,4,4,2,0,40,31,18,13,11,0,0,0,0,0,0,0,0,1,0,2,0,8,0,7,8
B0BNE5,48,24,13,39,0,0,0,0,4,6,4,0,2,0,11.94,0,3.306,1,0,155,290,96,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0CFQ6,151,17.015,16,89.075,0,1,42,109,11,53,12,34,28,2,192,120,54,3,0,668.912,567.226,323.042,240.03,51,0,0,0,0,0,0,0,3,663,855,617,426,861,945,511.951,1154
B0G143,22,99,63,141,0,0,6,11,2,0,0,4,2,0,52,11,39,1,0,71,100,67,4,23,0,2,0,0,0,0,0,17,0,0,0,30,57,19,22,51
B0G172,21,24,14,29,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47,111,27,18,5,0,0,0,0,0,0,0,14,6,0,0,0,0,2,0,0
B0JXE2,18,56,36,91,1,0,0,0,0,1,0,9,0,0,65,35,13,0,0,135,122,70,11,17,0,0,0,0,0,0,0,26,1,4,0,0,0,0,0,0
B0R0B1,352.488,415.596,333.727,742.897,11,1,11,9,2,3,4,32,8,11,66,16,20,7,0,1710.671,1417.828,496.627,739.773,132.716,0,0,0,0,0,0,0,52,81,58,57,49,74,87,36,74
B0R0T1,11,130,91,260,7,2,5,0,12,12.497,1,8,11,0,37,14,24,9,0,31,45,18,4,2,0,0,0,0,0,0,0,19,2,3.954,3,2,4,6,5,18.885
B0S5D5,8,14,4,30,0,0,0,1,1,0,11,1,4,0,12,0,1,0,0,44,36,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
B0S6T2,6,374.827,234.23,466.968,30,2,2,1.991,0,2.988,3,7.451,2.536,1,22.22,14.607,0,0,0,33,47,21,6,3,0,0,0,0,0,0,0,59,13.475,15.467,15.061,23.537,33.823,63.558,24.941,29.224
B0XDC4,11,38,30,123,2,0,0,1,2,13,8,1,4,5,17,0,8,9,0,93,77,30,26,0,0,0,0,0,0,0,0,0,67,112,56,4,3,1,0,8
B1J5W7,6,2,3,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,38,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1WBP0,87,5,17.124,23.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,489,202,476,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1XHY7,867.69,277.001,222,561,33,1,186,312,252,998,495,880,984,31,2597.492,1544,1204.997,82,0,3600.323,3471.455,1322.784,2391.365,466.152,0,0,0,0,0,0,0,153,1063,1509,926,2439,4898,4961,4509,3540
B2RW38,92.51,94,58,172.59,2,0,0,0,0,3,0,23,2,0,0,1,0,0,0,322.744,478.044,219.133,89.167,47,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
B2RX14,20,11.055,21.742,110,2,0,0,2,2,41,11,37,34,2,31,11,9,0,0,303,228,142,83,4.988,0,0,0,0,0,0,0,5,3,8,7,0,10,11,0,18
B2RXR6,86,91,41,148,0,0,1,0,14,54,6,49,29,3,37,16,14,3,0,281,359,142,49,49,0,0,0,0,0,0,0,21,18.001,17,33,6,13,20,16,45
B2RYG6,20.816,24,12,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,35.441,10,16,6,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0
B2RZ50,42,7,7,11,1,0,0,0,0,2,0,0,0,0,4,0,2,3,3,108,102,8,9,27,0,0,0,0,0,0,0,0,0,1,0,6,17,13,13,4
B2UQG6,133.827,193,135,247,10,3,3,12,33,86,71,87,102,1,26,6,4,18,0,206.09,330.16,122.619,41.205,41.315,0,0,0,0,0,0,0,88,272,443,300,165,206,213,260,231
B2VH10,9,28,23,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3DH20,36,27,25,54,0,0,1,0,17,69,34,61,55,0,8,2,3,0,0,71,126,61,39,12,0,0,0,0,0,0,0,6,6,22,20,16,20,20,11,29
B3DHU2,30,7,26,55,1,0,0,0,1,1,6,0,4,0,16,7,7,0,0,56,83,36,21,9,0,0,0,0,0,0,0,0,15,16,23,0,9,0,0,3
B3DNN5,6,29,13,57,1,0,0,0,0,1,0,0,0,1,5,3,0,0,0,58,69,40,27,9,0,0,0,0,0,0,0,2,0,3,0,3,0,0,5,0
B3PDE5,5,7,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,32,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3QVL0,117.753,284,163,535,10,0,105,196,307.992,1036,584.459,902.375,952.998,14,511,267,273,46,0,482,373,179.374,147,71,0,0,0,0,0,0,0,41,1566,1889,1525,1442,2747,2540,3152,1650
B3VQ24,84,1,0,4,0,0,2,4,1,3,1,0,3,6,35,10,18,4,0,191,203,80,72,23,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0
B4RX40,70,35,14,65,0,0,0,0,0,1,1,2,0,0,29,7,15,0,0,258,261,85,98,29,0,0,0,0,0,0,0,19,0,1,0,2.001,0,4,0,0
B5X4H8,23,16,26,18,0,0,0,0,0,2,0,5,1,0,0,0,0,2,0,110,80,26,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
B5X582,119,33,40,72,2,1,0,0,0,0,0,0,0,0,2,0,0,36,0,490,388,216,154,54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
B5XAM2,5,35,26,43,0,0,0,4,13,36,20,15,34,3,2,3,6,0,0,25,32,8,0,1,0,0,0,0,0,0,0,4,93,76,77,60,70,52,39,49
B6SFA4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6SHG7,4,17,12,23,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,38,17,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
B6ZJZ9,1,96,42,126,10,0,3,1,1,13,6,9,3,1,42,25,21,3,0,23,31,9,1,4,0,4,0,0,0,0,0,23,36,25,32,4,13,1,0,4
B7F845,1356.001,685.651,373.957,865,155.84,284,93,143,206,627,412,517,622.995,17,991,366,402,62,22,2882,2381,1292,2591,480,629,1035,1349,693,1361,484,0,95,923.999,1083,852,2353,3287,2311,4221,1588
B7FAL5,170,3,0,2,2,0,55,95,4,7,7,10.011,6,5,268,169,120,10,0,739.996,558,197,341,53,0,0,0,0,0,0,0,6,20,14,23,770,939,947,1064,741
B7FSL4,30,60,46,173,5,0,1,3,19,94,49,94,123,3,1,0,0,1,0,278,342,149,23,16,0,0,0,0,0,0,0,7,0,2,0,9,6,0,7,9
B7FXW1,70,58,39,132,1,0,24,47,53,180,100,148,222,0,137,72,51,5,0,267,224,114,218,33,0,0,0,0,0,0,0,0,279,329,216,190,503,499,365,527
B7G620,334,63,87,245,10,0,3,2,13,46,35,53,70,2,251,130,100,1,0,1140,952,375,340,80,0,0,0,0,0,0,0,18,45,71,64,49,66,25,30,55
B7ZWR6,83,91.764,77.904,132.254,4,0,0,1,0,0,0,8,1,0,35,6,1,4,0,411,308,142,70,39,0,0,0,0,0,0,0,40,0,0,6,1,0,2,2,5
B8AAM2,36,12,6,14,0,0,0,0,0,0,1,0,0,0,9,6,12,0,0,65,59,29,11,8,0,0,0,0,0,0,0,0,15,4,11,0,9,3,0,5
B8BMI1,55.999,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,3,337.51,161.287,103.359,91.906,3,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2
B8CXL0,4,23,19,56.773,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8DZS1,12,10,2,23,0,0,0,0,0,1,0,1,0,2,1,3,5,0,0,7,39,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B8EK41,8,8,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,38,44,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8FU92,8,35,7,40,2,0,0,0,0,0,3,0,1,0,0,0,0,7,0,35,35,19,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
B8GV49,88,115,53,125,6,0,2,3,0,0,0,3,0,2,0,0,0,0,0,116,137,28,123,30,0,0,0,0,0,0,0,34,0,0,1,0,2,0,0,0
B8MKR3,265.813,135,154.995,325.6,0,0,299.999,519.001,485,1621,981.001,1384,1670.989,23,2849.708,1575,1307.999,1,0,1777.617,1188.036,533.18,974.4,127.364,0,0,0,0,0,0,0,8,4869,4752,4930,5317,9261.405,6847,7401,4178.001
B8YG19,20,74,54,98,1,0,2,2,1,1,1,1,2,1,20,0,7,3,0,83,108,34,21,22,0,0,0,0,0,0,0,4,0,8,8,5,6,3,1,6
B9DGY1,51,71,59,96,0,0,0,0,0,5,3,10,3,1,26,15,5,3,0,140,172,96,58,28,0,0,0,0,0,0,0,4,5,5,10,3,11,9,0,2
B9F655,15,40,18,100,3,0,2,0,0,0,2,9,0,2,0,0,0,2,0,83,101,43,20,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
B9FAF3,83,160,122.994,275,5,0,0,0,2,6,1,14,2,1,1,0,2,10,0,399,468,243,92,40,0,0,0,0,0,0,0,33,19,22,18,1,1,0,0,0
B9FHF3,107,74,47,147,4,0,0,0,5,0,0,12,6,2,2,3,1,10,0,357,472,270,67,67,0,1,0,0,0,0,0,54,6,25,7,0,0,0,0,1
B9FTR1,8,24,12,47,2,0,0,2,0,16,1,1,8,1,14,15,4,3,0,58,97,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3
B9PVB9,81,66,30,111,4,0,38,73,83,289,118,230,300,2,324,237,158,1,0,292,152,80,134,33,0,1,0,0,0,0,0,0,197,349,212,276,796,604,768,635
B9U3F2,124,155,192.632,484.838,3,1,1,1,102,402,168,335,412,5,290,137,86,4,0,633.589,578.667,261.364,76.624,49.921,0,0,0,0,0,0,0,47,15,17,28,6,22,3,8,43
B9VVJ6,5,15,11,61.001,0,0,0,0,0,0,0,6,2,1,1,1,0,3,0,48,88,25,9,6,0,0,0,0,0,0,0,0,2,1,12,2,1,1,0,6
C0CMQ8,399,354.817,244,427,7,0,0,0,0,1,5,4,3,11,6,4,1,4,0,1584,1230,603,246,155,0,0,0,0,0,0,0,96,1,1,0,4,9,3,2,2
C0H4K2,13,62,60,99,2,0,1,5,3,0,0,3,1,0,46,22,11,2,0,57,86,34,21,10,0,0,0,0,0,0,0,36,0,0,0,46,55,35,9,26
C0HJG3,718,23,21,43,1,0,0,0,0,0,0,2,1,2,17,8,4,0,0,1952,1854,979,1926,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0HLA0,155,204.847,110.85,228.681,0,0,1,1,29,144,38,76,82,9,14,7,9,5,0,466.999,472.545,122,104,71,0,1,0,0,0,0,0,21,7,4,16,1,15,12,7,18
C0LGV0,8,166,164,383,11,0,0,0,25,86,46,91,97,3,15,10,15,3,0,36,34,16,7,1,0,0,0,0,0,0,0,4,38,51,15,14,9,8,1,23
C0SP84,13,31,32,36,0,0,0,0,15,27,32,33,42,0,38,10,8,2,0,49,35,11,0,6,0,0,0,0,0,0,0,28,0,1,2,1,0,1,0,0
C0SPB2,6.796,19,20,31,0,0,0,4,7,15,18,26,19,2,41,16,5,0,0,3.858,0,0,0,0,0,0,0,0,0,0,0,18,18,15,12,9,14,10,18,11
C0ZJ16,82,30,50,130,4,0,2,1,0,4,0,6,4,0,2,1,0,0,0,321,291,104,51,21,0,0,0,0,0,0,0,17,0,0,0,3,5,3,0,23
C3K6J5,0,22.003,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3VEQ4,2,56,27,66,0,0,0,1,0,16,8,17,9,5,23,13,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,3,8,1,1,1,2,0
C3VPR6,222.849,204,105,356,5,0,53,65,75,369,167,253,710,9,411,207,177,30.205,0,993.787,847.637,369,387.321,82,0,0,0,0,0,0,0,21,272,352,237,751,958,464,525,1107
C5DAE0,199,114.486,113.667,296.396,5,0,0,1,4,12,4,18,12,13,55,25,28,3,0,996,822,336,291,52,0,0,0,0,0,0,0,20.01,119,139,108,8,2,4,1,8
C6KSS5,151.668,149,116,376,10,2,13,21,12,103.838,14,73,61,11,97,40,23,9,0,618.844,562.013,224.008,225,77,0,2,24,16,6,17,0,44,128,216,164,118,285,296,67,284
C7B178,71,73,55,167,1,0,0,0,2,21,14,39,13,0,0,0,4,7,0,218.589,278.736,84,66,28.518,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
C7CM33,25,79,78,184,4,0,0,0,0,0,0,18,0,0,0,0,0,5,0,47,41,30,15,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
C8V1D1,60,40,8,40,2,0,0,0,0,0,0,0,1,0,4,1,4,3,0,219,238,88,138,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
C8VK14,230,107,69,232,4,0,0,0,8,35,8,20,19,3,147,56,36,18,0,834.972,664.538,308,265,68,0,0,0,0,0,0,0,23,93,103,44,1,9,11,0,5
C9D7C2,298.924,326,210.002,685.885,11,0,0,0,2,5,0,31,1,5,68,77,19,68.99,0,1152.516,1311.647,522.471,453,147,0,0,0,0,0,0,0,68,46,89.995,41,2,1,4,2,33
D0E8I5,49,9,10,54,0,0,0,0,0,1,0,8,2,1,0,0,0,1,0,246,308,96,98,23,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
D0MYB4,950,1762.345,1305.017,3514.179,70,12,421.001,786,525.001,1656.846,1036.975,1671.001,1865,52,574,253.999,351,248.769,0,4961.651,3524.005,1636.001,2194,381,0,2,0,1,0,2,0,289,3303,3787.999,3046,6766,8618,9749.999,9564,7937.999
D0NLC2,3,29,26,57,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,7,23,6,6,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0
D2CSU4,32,62,30,63,2,0,0,0,0,5,0,5,4,3,8,2,3,0,0,83,90,43,10,23,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0
D2H417,5,42,33,52,0,0,0,0,0,0,0,1,1,0,21,13,1,0,0,19,30,3,11,0,0,0,0,0,0,0,0,4,0,0,0,8,4,1,1,0
D2Z027,308,351,302,782,17,2,1,2,60,227,125,230,220,7,8,5,12,2,0,2044,1566,619,1097,72,0,0,0,0,0,1,0,63,144,153,112,6,32,11,2,18
D3J162,76,355,189,640,13,0,0,1,0,0,0,0,0,0,0,0,0,9,0,415,503,140,262,39,0,0,0,0,0,2,0,142,0,0,0,0,0,0,0,0
D3KCC4,1023.877,198,156,299,4,0,9,5,23,86,37,50,31,12,33,23,10,15,0,3552.523,2788.449,899.498,2469.024,135.872,0,0,0,0,0,0,0,9,54,87,58,27,20,38,16,62
D3YXG0,149,651,517,1513.904,26.071,1,3,16,24,126,32,95,129,18.627,223.541,101.82,69.32,82,0,723,1011,436,241,64,0,0,0,0,0,0,0,89,82.01,124,29,44.487,21.869,82.134,17,108
D3Z813,29,42,36,113,5,0,4,0,0,0,1,0,7,2,30,11,7,1,0,98,81,42,18,11,0,0,0,0,0,0,0,13,6,3,12,30,27,24,20,13
D4AJR9,144,101,61,145,2,0,0,0,0,0,0,1,0,2,19,3,5,8,0,488,372,229,118,18,0,0,0,0,0,0,0,16,0,0,4,1,3,5,0,0
D4AU31,86,48.489,10,49.898,0,0,1,0,0,2,3,12,2,0,3,1,1,0,0,419,371,130,85,23,0,0,0,0,0,0,0,11.799,0,0,0,4,14,22,5,21
D4AVD4,56,138,76,344,4,0,0,0,0,24,0,5,8,4,49,16,5,6,0,352,281,125,78,30,0,0,0,0,0,0,0,7,0,0,3,4,7,0,0,1
D4AZ24,361,117.116,190.437,512,7,1,55.734,141.022,26,74.139,59,88,86.365,20.999,245,96,99.001,11,0,2761,1767,551,2259,56,0,0,0,0,0,0,0,0,1060,1864.999,1013,473.058,1232.848,1872.877,905.887,1643.11
D4B2L8,13,9,9,25,0,0,0,0,8,12,9,30,31,1,14,8,5,0,0,86,157,80,36,4,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,0
D5EV35,46,175,104,301,12,0,24,54,80,302,123,269,306,2,308,159.999,124,22,0,163.388,178,106,41,15,0,0,0,0,0,0,0,22,361,504,370,234,493,463,370,657
D6REC4,105.554,122,156,344.178,1,0,8,7,62,155,41,162,188,1,50,20,15,23,0,396,415,196,79,59,0,0,0,0,0,0,0,31,17,8,18,67,102,48,68,115
E1V7W1,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,53,60,33,40,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5
E2JA28,637,250,229,521,10,0,2,6,11,32,15,76,61,7,125,86,46,6,4,2888,2216.866,981.151,1243,208,0,0,0,0,0,0,0,44,2,15,9,10,14,5,15,25
E2JA31,749,299.711,257.479,662.353,20.992,1,8,7,2,4,3,45,3,8,8,7,8,276.001,0,3300,2279,912,2359,148,0,0,0,0,0,0,0,28.995,14,31,28,12,31,26,8,61
E3WDQ9,492,92,104.511,249,6,0,67,162,201,630,268,886,890,5,2142,744,663,27,0,2027,1175,620,1117,77,0,0,0,0,0,0,0,9,1323,2208,1232,724,1048,1359,1122,1171
E5RJM6,9,87,62,151,3,0,0,0,0,0,0,0,4,0,0,0,0,7,0,23,33,19,13.297,13,0,0,0,0,0,0,0,18,19,14.555,0,3.456,0,0,13,5.215
E7EZI4,29,41,37,86,0,0,0,0,1,1,0,2,3,0,2,0,3,0,0,66,67,37,21,4,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,1
E7F187,7,19,16,42,5,0,2,3,8,21,12,24,16,5,5,3,1,4,0,8,16,1,8,0,0,0,0,0,0,0,0,0,5,0,6,14,41,13,4,38
E7F587,111,292,179,359,6,0,6,12,12.181,45.506,23.681,54.102,82.236,2,4,0,2,8,0,425,562,192,29,40,0,0,0,0,0,0,0,9,7,1,5,60,82,120,40,90.957
E7F9T0,356,329.703,173.537,393.767,2.538,0,3,5,4,3,4,13,10,3,10,0,11,3,0,1540,1087,427,654,104,0,0,0,0,0,0,0,58,7,17,4,21,34,45,20,66
E9AE57,169,278,175.897,570.225,18,0,21,24,1,18,8,26,22,9,17,3,7,5,0,689,506,205,163,29,0,3,0,0,0,0,0,4,15,23,31,260,410,203,138,181
E9PY46,99,77,64,209,4,0,0,0,102,426,263,364,530,1,8,0,1,7,0,406.004,410,211,59,41,0,0,0,0,0,0,0,8,1,4,2,0,0,2,0,1
E9Q4F2,20,66,69,154,3,0,1,0,6,8,5,16,5,0,36,39,10,5,0,100,156,73,3,16,0,0,0,0,0,0,0,2,39,55,40,5,7,7,0,3
E9Q8T7,75,87,56,262,13,1,6.004,2,14.574,71.3,14.748,21.906,57.06,2,69.345,45.165,40.926,0,0,576.997,442.996,392.269,231,72,0,1,0,12,3,9,0,2,46.487,109.739,32.399,14,16.183,28.41,14.022,98.878
E9Q9D5,3,4,8,35,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,39,28,10,2,6,0,0,0,0,0,0,0,12,4,3,5,0,5,2,0,2
E9QAM5,113,306,226,268,14,0,8,33,36,99,53,142,151,0,73,22,32,5,0,470,330.736,136,289.407,22,0,0,0,0,0,0,0,64,184,229,69,195,253,211,84,273
F0NBH8,22.365,73,37,77,2,0,1,0,0,6,0,5,3,0,1,5,0,5,0,110.69,86.463,29.512,30.382,15.001,0,0,0,0,0,0,0,0,41,49,22,0,0,4,1,0
F1N6G5,7,51,45,76,0,0,0,0,6,25,4,51,27,11,8,0,8,5,0,145,61,20,13,8,0,0,0,0,0,0,0,8,3,11,10,0,3,3,0,8
F1Q7H8,20,151,115,282,3,0,0,0,0,0,0,2,2,0,0,3,0,4,0,84,184,76,26,14,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,2
F1QB54,190.42,12,4,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1192.459,1074.332,514.091,404.351,72.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1RCY6,90,68,51,135,1,0,3,4,8,40,16,24,34,4,24,14,3,16,0,287,315,127,58,27,0,0,0,0,0,0,0,13,37,64,36,19,57,8,1,29
F1RE57,29.375,8,12,27,0,0,0,13,4,2,0,4,1,0,33,21,10,0,0,70.855,94.543,56.996,35.999,18,0,0,0,0,0,0,0,0,30,36,20,30,45,36,36,60
F2JVT6,10,48,26,83,0,0,7,8,2,0,0,6,0,0,0,0,1,2,0,29,32,16,8,14,0,0,0,0,0,0,0,35,1,0,0,50,75,49,38,33
F2Z461,74,133.998,138,301,8,0,0,0,7,49,22,25,65,5,92,25,17,12,0,209,260,131,50,26,0,0,0,0,0,0,0,10,21,57,30,8,6,8,5,24
