"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","M_d6_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C"
"Q6B907",91,42,41,95,7,0,0,0,2,4,9,2,4,6,1,0,1,1,0,430,371,188,254,80,0,0,0,0,0,0,0,14,1,1,0,1,5,25,21,10
"Q6B9X6",394,822,427,1406,40,1,4,6,3,30,7,48,19,14,4,4,4,85,0,3577,3219,1309,2157,384,0,0,0,0,0,0,0,164,52,86,73,275,508,544,402,493
"Q6BPF6",493,473,248,587,15,3,0,0,5,9,9,3,7,10,2,1,9,19,0,1207,1226,609,1213,233,0,0,0,0,8,0,0,173,54,79,63,21,31,31,7,14
"Q6BWS8",43,94,48,274,0,0,1,41,10,43,11,85,32,7,20,4,5,1,0,407,431,179,136,54,0,0,0,0,0,0,0,39,8,29,15,247,307,251,188,239
"Q6BX45",17,24,33,36,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,86,113,19,25,16,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,5
"Q6C603",560,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,3,0,662,468,280,490,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6C9T0",14,15,11,21,0,0,2,3,0,7,5,6,3,1,41,13,16,0,0,65,81,30,10,16,0,0,0,0,0,0,0,15,20,9,12,36,33,16,27,15
"Q6CFQ0",352,37,31,156,4,1,0,0,1,2,1,1,2,1,5,1,2,28,0,1030,818,300,657,74,0,0,0,0,0,0,0,0,6,8,11,6,7,7,16,9
"Q6CGU8",42,79,58,151,0,0,0,3,0,3,5,7,6,5,134,48,29,6,0,320,452,155,98,29,0,0,0,0,0,0,0,62,24,34,17,16,52,71,47,135
"Q6CPG3",118,26,15,37,2,0,52,57,0,4,5,4,14,4,815,285,315,35,0,689,627,309,427,60,0,0,0,0,0,0,0,12,840,987,862,476,815,480,493,347
"Q6CWQ4",0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
"Q6DBN1",34,73,82,81,2,0,4,2,24,19,57,56,41,5,102,56,37,1,0,299,344,148,121,44,0,0,0,0,0,0,0,34,74,91,136,223,297,225,172,223
"Q6DC39",23,128,84,212,5,0,1,4,8,72,32,74,91,3,5,6,5,6,0,308,483,163,86,48,0,0,0,0,0,0,0,50,19,15,16,159,304,236,196,283
"Q6DCP1",32,23,19,29,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,90,69,39,33,31,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2
"Q6DEL1",191,2,9,10,1,0,9,23,39,86,104,96,86,1,43,62,29,1,0,895,755,354,331,96,0,0,0,0,0,0,0,17,1,24,0,235,475,487,363,456
"Q6DEY1",100,122,87,174,5,0,30,33,0,0,0,0,0,2,23,6,6,14,0,398,357,126,230,52,0,0,0,0,0,0,0,63,0,0,0,301,550,324,331,250
"Q6DFH9",8,14,14,26,0,0,0,0,0,3,0,7,1,0,0,0,0,0,0,82,106,18,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6DG99",0,13,8,22,0,0,2,2,20,44,34,46,52,1,9,0,5,0,0,319,357,129,31,94,0,0,0,0,0,0,0,16,4,17,7,17,19,9,6,4
"Q6DHC1",16,35,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,32,49,3,4,0,0,0,0,0,0,0,0,1,80,120,85,0,0,0,0,0
"Q6DHI1",39,16,12,39,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,144,129,44,56,23,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2
"Q6DI40",13,23,10,46,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,78,81,40,29,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Q6DIM3",6,5,12,13,0,0,1,0,0,0,0,0,1,0,13,0,6,0,0,19,16,10,7,6,0,0,0,0,0,0,0,0,13,27,26,4,0,1,0,4
"Q6DIP9",4,27,7,70,0,0,0,0,0,4,3,1,2,0,16,9,5,2,0,33,53,15,11,5,0,0,0,0,0,0,0,0,34,50,52,0,1,1,0,12
"Q6DIQ3",94,44,37,88,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,164,213,97,41,33,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Q6DJ05",7,30,8,53,4,0,7,32,0,1,0,1,0,0,47,33,26,6,0,90,108,62,13,17,0,0,0,0,0,0,0,20,0,1,0,106,266,240,135,315
"Q6DJN2",8,15,3,3,1,0,0,0,0,1,0,0,0,1,4,5,2,16,0,231,180,145,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6EQX3",337,223,199,767,13,0,0,2,7,18,20,33,17,6,7,1,3,6,0,1800,1541,667,536,138,0,0,0,0,0,0,0,50,126,144,101,53,76,87,71,73
"Q6ERS4",20,33,46,153,0,0,3,18,0,0,4,1,1,0,31,12,9,12,0,168,143,91,17,7,0,0,0,0,0,0,0,9,1,3,1,46,136,240,152,323
"Q6EU10",1,77,60,103,1,1,18,27,0,0,0,0,0,4,6,7,4,5,0,15,33,7,3,4,0,0,0,0,0,0,0,8,21,25,31,350,440,327,170,271
"Q6EUN0",65,9,6,40,4,0,0,0,7,13,7,7,21,1,1,0,1,1,0,174,149,84,39,32,0,0,0,0,0,0,0,24,1,0,1,0,34,0,8,12
"Q6EX42",54,12,13,16,0,0,0,0,0,2,0,0,4,1,0,1,3,2,0,85,128,55,52,27,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,8
"Q6F3A6",10,27,58,132,4,0,1,1,4,74,6,24,15,2,212,117,62,4,0,285,277,142,73,32,0,0,0,0,0,0,0,18,322,418,236,46,86,39,15,99
"Q6F3I7",120,3,9,61,0,0,3,3,0,1,1,3,1,3,1,0,0,4,0,367,308,122,38,25,0,0,0,0,0,0,0,3,0,3,3,2,19,39,32,53
"Q6F6B3",0,3,4,8,1,0,1,2,0,3,1,11,11,0,11,12,1,2,0,1,6,1,0,1,0,0,0,0,0,0,0,0,22,45,13,10,15,14,15,36
"Q6F6U3",96,160,113,283,4,0,0,5,12,18,6,11,21,2,84,35,25,17,0,578,700,374,233,105,0,0,0,0,0,0,0,12,115,83,101,101,165,130,59,100
"Q6FQL6",13,4,4,8,2,0,0,0,2,53,10,45,43,0,1,0,1,1,0,102,85,219,138,44,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0
"Q6GIU7",299,135,134,311,10,0,1,1,1,3,2,3,4,5,9,5,7,1,0,1200,913,373,393,97,0,0,0,0,0,0,0,25,14,21,0,29,43,47,47,30
"Q6GLM5",408,287,200,503,3,0,2,7,6,14,4,11,7,4,42,6,1,8,1,1223,1168,434,387,113,0,0,0,0,0,0,0,61,14,29,1,70,222,203,127,266
"Q6GLZ8",45,41,15,40,0,0,0,0,0,0,3,5,3,0,1,0,0,0,0,118,90,51,51,16,0,0,0,0,0,0,0,10,0,1,0,5,3,4,1,0
"Q6GMR7",5,11,2,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,22,47,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
"Q6GND3",10,69,62,128,2,0,0,2,2,0,1,5,0,5,8,4,0,4,0,43,31,9,11,10,0,0,0,0,0,0,0,25,107,133,155,9,7,5,21,13
"Q6GNV7",15,40,18,32,1,0,0,1,0,1,1,0,1,1,66,54,36,2,0,314,225,119,129,39,0,0,0,0,0,0,0,23,0,13,0,9,0,7,0,14
"Q6GPB9",392,22,89,213,2,0,1,1,3,1,1,6,4,8,9,2,2,1,0,635,591,241,218,70,0,0,0,0,0,0,0,8,135,156,159,0,0,0,1,13
"Q6GPQ3",300,34,26,108,6,0,0,0,0,0,0,0,0,0,1,0,0,12,0,922,604,268,537,37,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,6
"Q6GQT0",7,4,15,55,0,0,1,7,3,36,9,43,47,5,23,20,3,3,0,330,265,124,60,21,0,0,0,0,0,0,0,0,56,101,88,14,28,19,19,35
"Q6H5U3",257,4,8,26,0,0,0,0,0,0,0,4,0,1,8,1,1,1,0,489,429,146,171,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Q6H601",4,99,71,122,6,0,0,0,0,1,2,13,0,0,1,4,1,2,0,108,148,53,39,36,0,0,0,0,0,0,0,51,0,0,6,10,9,1,0,5
"Q6H6D2",228,260,152,422,12,0,84,155,2,1,24,27,15,15,3,0,2,57,0,887,913,374,329,107,0,0,0,0,0,0,0,67,94,74,123,1111,1266,1878,1565,1153
"Q6I587",0,5,6,14,0,0,1,0,0,0,0,1,1,0,19,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,11,0,0,8,1,0
"Q6ICB0",262,188,128,264,4,0,35,53,1,6,9,4,7,7,18,17,2,0,0,438,563,225,141,74,0,0,0,0,0,0,0,29,19,44,35,502,669,568,441,539
"Q6ICH7",2,1,1,2,0,0,1,0,11,73,20,62,78,0,2,1,1,2,0,444,460,243,130,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
"Q6ID70",1,6,5,9,2,0,0,2,5,8,4,10,11,2,3,1,4,0,0,19,21,16,0,0,0,0,0,0,0,0,0,14,0,0,1,22,31,25,17,8
"Q6IMY8",359,811,750,1835,8,1,1,1,59,304,215,217,348,15,277,49,41,9,0,5031,4340,1765,1630,398,0,0,0,0,0,0,0,254,811,932,802,424,610,396,357,576
"Q6IP50",12,8,20,20,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,77,135,47,14,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
"Q6IP59",6,35,60,142,1,0,0,0,0,1,1,1,1,5,4,1,1,1,0,394,359,207,84,24,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Q6IRP4",1,9,9,37,2,0,43,17,84,154,147,208,283,4,139,74,47,1,0,328,347,163,55,10,0,0,0,0,0,0,0,16,444,502,436,613,1090,931,843,933
"Q6IUY1",13,31,55,158,1,0,1,0,17,21,9,11,37,0,33,5,9,2,0,427,412,267,103,65,0,0,0,0,0,0,0,23,0,17,0,23,1,1,0,35
"Q6IVV8",764,137,179,240,16,0,91,162,71,423,73,371,363,20,15,8,22,7,11,2857,2700,1021,1064,240,0,0,0,0,0,0,0,144,147,271,178,1292,2139,1847,1415,1842
"Q6J6C2",11,73,54,190,1,1,31,98,208,435,419,241,504,6,286,212,217,1,1,933,1115,596,289,101,0,0,0,0,0,0,0,77,991,1151,983,1344,2581,2043,1584,1780
"Q6JAN1",5,63,42,190,3,0,1,1,1,1,1,1,1,0,2,1,1,0,0,144,229,108,22,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,28
"Q6JDV7",1,15,3,11,0,0,44,91,106,336,230,365,506,1,44,24,20,1,0,161,164,37,65,17,0,0,0,0,0,0,0,0,554,474,559,1425,1736,1580,858,1965
"Q6K1C4",57,26,23,82,0,0,0,0,0,1,2,0,0,0,0,0,0,10,0,280,288,128,55,32,0,0,0,0,0,0,0,7,2,0,0,0,2,1,0,0
"Q6K332",3,1,3,12,0,0,0,0,1,25,7,19,18,0,1,2,1,0,0,102,183,56,23,24,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Q6K3R5",50,76,60,134,3,0,0,1,1,1,1,5,1,4,9,5,2,4,0,541,443,235,106,20,0,0,0,0,0,0,0,0,30,41,44,1,10,0,7,12
"Q6K550",349,10,5,48,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,397,374,209,145,51,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Q6K641",25,7,17,68,3,0,1,3,11,21,8,19,25,6,246,143,121,0,0,1101,1011,506,240,96,0,0,0,0,0,0,0,20,42,42,20,17,79,111,48,210
"Q6K7R9",21,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6K8J4",47,4,5,23,1,0,0,0,24,75,52,121,91,3,1,1,1,1,0,971,873,385,365,90,0,0,0,0,0,0,0,24,1,18,10,0,0,0,0,40
"Q6K9G1",303,194,186,421,5,0,8,18,1,16,5,10,19,0,0,0,0,0,0,670,843,319,208,99,0,0,0,0,0,0,0,21,5,11,135,73,167,291,187,353
"Q6L482",6,1,3,8,1,0,35,92,96,438,148,423,486,1,405,231,161,0,0,392,445,170,136,30,0,0,0,0,0,0,0,0,1084,1362,1018,843,1807,1634,1101,1761
"Q6L5C4",37,89,53,131,4,0,2,2,1,4,3,9,10,0,5,1,1,0,0,98,186,56,26,37,0,0,0,0,0,0,0,23,53,80,44,10,5,7,5,8
"Q6LYY1",3,6,2,35,3,0,19,9,7,68,47,51,68,0,11,0,2,0,0,79,44,53,85,0,0,0,0,0,0,0,0,0,185,203,112,84,205,176,131,271
"Q6M9M7",30,4,4,8,0,0,0,1,1,10,7,1,2,0,7,1,6,0,0,26,44,4,13,22,0,0,0,0,0,0,0,0,4,1,1,21,52,18,15,28
"Q6MEC9",114,123,115,241,1,0,1,0,6,4,0,7,1,2,5,1,2,2,0,537,517,203,192,56,0,0,0,0,0,0,0,34,26,45,25,0,1,1,0,7
"Q6MHT3",27,10,42,70,1,0,0,0,0,2,0,1,2,0,1,0,1,4,0,138,167,87,19,12,0,0,0,0,0,0,0,9,0,4,0,1,6,0,0,4
"Q6MLJ0",3,30,14,43,1,0,0,0,0,0,0,1,0,0,1,0,0,6,0,48,85,1,17,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"Q6N063",23,72,33,100,0,0,0,0,2,2,0,7,3,0,6,0,1,2,0,126,119,18,30,27,0,0,0,0,0,0,0,25,7,1,0,1,0,0,6,0
"Q6N075",121,3,4,10,1,0,0,0,0,0,0,1,2,0,27,4,3,5,0,221,237,74,55,19,0,0,0,0,0,0,0,15,0,0,0,0,12,1,0,0
"Q6NKN8",13,38,39,120,4,0,0,0,0,0,0,8,0,1,14,10,3,0,0,391,323,155,162,16,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
"Q6NKR2",19,12,7,17,5,0,3,10,0,1,3,7,1,0,14,5,0,0,0,100,181,58,15,15,0,0,0,0,0,0,0,0,0,4,0,27,38,29,31,53
"Q6NL24",67,69,44,62,0,0,0,2,0,1,1,13,1,1,6,5,2,0,0,267,299,92,97,26,0,0,0,0,0,0,0,23,0,9,0,0,25,0,0,0
"Q6NLC1",0,7,9,9,1,0,0,1,1,0,1,1,1,1,1,0,0,2,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0
"Q6NLQ6",184,209,155,333,6,0,0,0,3,7,9,11,11,17,1,0,0,4,0,1109,763,420,379,108,0,0,0,0,0,0,0,116,52,62,51,14,8,8,9,1
"Q6NLT8",13,32,35,46,3,0,1,1,0,0,0,0,0,0,1,5,0,0,0,9,12,2,1,49,0,0,0,0,0,0,0,3,6,8,28,16,45,9,1,50
"Q6NPM8",4,17,10,8,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,44,37,6,9,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Q6NQK9",1,52,10,73,0,0,2,0,0,2,1,1,1,0,2,1,4,0,0,38,51,13,9,7,0,0,0,0,0,0,0,18,0,0,9,0,9,0,0,14
"Q6NT16",20,34,30,49,0,0,1,1,1,1,2,9,1,1,1,1,1,1,0,145,140,28,64,18,0,0,0,0,0,0,0,6,0,0,0,7,26,1,0,11
"Q6NVR9",35,9,10,24,0,0,0,0,0,1,1,1,1,2,193,117,68,2,0,725,732,361,162,51,0,0,0,0,0,0,0,0,41,50,14,7,0,0,0,1
"Q6NVS2",94,62,36,46,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,201,171,67,107,41,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Q6NWJ4",4,97,71,197,2,0,0,0,0,0,0,1,1,5,4,2,2,2,0,470,416,210,109,62,0,0,0,0,0,1,0,20,0,0,0,0,15,0,0,0
"Q6NWZ9",35,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,1,0,54,75,40,13,5,0,0,0,0,0,0,0,5,9,8,10,0,0,1,0,1
"Q6NXR0",9,16,21,42,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,88,71,42,46,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Q6NXT1",1,6,6,20,0,0,0,1,7,17,12,15,27,1,4,0,3,3,0,130,68,60,0,6,0,0,0,0,0,0,0,20,1,1,7,0,18,15,0,1
"Q6NYL3",234,4,4,15,1,0,185,463,291,1458,530,1203,1750,9,36,18,19,53,0,4975,4069,1644,1814,312,0,0,0,0,0,0,0,29,358,664,397,3129,6832,8013,6142,6947
"Q6NZL8",16,39,26,199,2,0,2,5,42,203,57,128,171,3,39,18,10,1,0,743,514,157,148,6,0,0,0,0,0,0,0,87,212,208,154,73,144,182,107,355
"Q6NZP1",44,40,19,71,1,0,1,1,0,0,0,1,0,1,1,0,0,11,0,426,396,181,151,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q6NZQ0",47,61,43,86,6,1,7,6,0,1,2,0,0,1,6,0,0,12,0,343,329,119,73,59,0,0,0,0,0,0,0,40,38,27,24,3,5,3,3,1
"Q6P011",23,41,18,41,0,0,0,0,0,4,0,0,1,2,4,0,0,3,0,181,161,66,26,23,0,0,0,0,0,0,0,3,9,2,3,3,11,1,1,3
"Q6P1R4",1,21,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0.999,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Q6P298",22,59,29,71,3,0,5,0,0,0,0,8,0,0,0,0,1,0,0,156,131,30,77,16,0,0,0,0,0,0,0,1,57,57,46,0,0,0,0,3
"Q6P2B1",53,18,25,72,0,0,0,0,1,1,1,1,1,4,1,1,1,0,0,222,252,126,89,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Q6P3R8",38,13,8,13,5,1,12,17,62,143,56,176,125,3,218,34,34,2,0,601,608,295,148,70,0,0,0,0,0,0,0,22,400,412,381,154,264,330,235,390
"Q6P4H8",4,14,8,15,4,0,0,0,0,1,2,1,0.925,0,0,0,1,3,0,59,41,15,13,0,0,0,0,0,0,0,0,14,0,1,0,8,0,0,0,0
"Q6P5D3",19,26,42,180,2,0,0,0,1,1,2,0,1,0,4,0,6,0,0,326,285,120,71,17,0,0,0,0,0,0,0,7,0,0,4,4,9,0,0,19
"Q6P798",8,41,31,78,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,64,26,25,4,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,11
"Q6P819",275,98,63,80,3,0,0,0,0,1,0,0,1,1,1,1,1,0,0,554,515,234,235,84,0,0,0,0,0,0,0,24,0,0,1,1,0,0,0,0
"Q6P8D9",60,16,15,21,0,0,30,68,3,15,1,1,5,0,0,0,0,9,0,162,99,45,45,13,0,0,0,0,0,0,0,5,2,4,2,199,455,435,418,467
"Q6P8Y1",11,142,98,270,4,0,1,0,0,3,1,11,2,4,1,1,0,13,0,212,340,109,50,13,0,0,0,0,0,0,0,72,87,81,125,0,5,0,1,1
"Q6P9U4",3,2,0,5,0,0,0,0,4,0,0,0,0,0,9,7,9,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,25,28,23,7,0,0,0,6
"Q6PAV2",20,6,7,22,0,0,0,1,9,10,4,7,22,3,7,1,1,16,0,201,169,127,63,26,0,0,0,0,0,0,0,11,35,44,58,9,0,0,0,1
"Q6PC24",8,23,19,30,3,0,2,1,1,3,2,3,5,1,83,47,36,0,0,70,65,64,13,0,0,0,0,0,0,0,0,16,66,110,90,20,42,36,15,25
"Q6PC62",12,19,10,9,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,33,72,8,8,13,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0
"Q6PCJ1",2,26,11,60,0,0,6,7,2,30,20,14,65,3,14,11,25,5,0,133,110,90,11,32,0,0,0,0,0,0,0,0,91,115,44,59,116,94,51,161
"Q6PF35",47,28,26,85,4,1,0,0,0,0,1,1,1,1,11,8,10,13,0,331,270,142,84,41,0,0,0,0,0,0,0,23,0,10,0,5,17,7,7,7
"Q6PFM0",29,18,10,27,0,0,17,20,55,184,84,96,176,0,139,101,75,4,5,248,304,125,60,50,0,0,0,0,0,0,0,23,367,484,370,238,612,385,304,547
"Q6PFX9",55,135,109,252,1,0,0,3,6,38,9,15,29,3,39,8,19,16,0,591,763,270,159,67,0,0,0,0,0,0,0,37,23,18,28,72,146,68,50,107
"Q6PGY3",135,62,62,157,9,0,0,0,0,1,1,1,1,3,6,3,1,1,0,520,454,227,219,77,0,0,0,0,0,0,0,38,0,1,14,0,0,0,0,9
"Q6PI78",86,100,78,228,0,1,0,0,2,4,6,9,8,0,1,0,0,0,0,399,382,129,90,51,0,0,0,0,0,0,0,39,0,0,1,1,5,13,0,1
"Q6Q151",11,40,18,77,0,0,0,0,3,1,2,3,2,3,1,0,2,0,0,55,91,23,22,12,0,0,3,0,0,0,0,20,11,5,14,0,0,0,1,10
"Q6Q152",32,60,26,112,1,0,0,1,1,4,2,3,3,4,70,52,12,1,0,274,314,105,48,29,0,0,0,0,0,0,0,39,11,28,19,21,12,14,24,0
"Q6Q1P4",95,6,12,9,0,0,0,0,4,18,2,15,17,6,4,0,0,0,0,256,283,102,52,25,0,0,0,0,0,0,0,17,18,26,29,4,2,10,3,16
"Q6Q4H1",0,13,32,36,0,1,0,0,0,1,1,2,0,0,60,53,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,96,79,119,15,1,0,0,0
"Q6QIY3",354,89,57,149,3,1,0,1,8,45,2,45,90,0,7,2,2,20,0,1030,1045,503,306,162,0,0,0,0,0,0,0,29,28,22,15,27,30,32,0,54
"Q6QM28",277,1,1,1,13,0,0,0,0,0,0,6,1,1,0,0,0,1,0,739,623,294,477,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6QNM1",48,172,109,388,3,0,10,8,51,197,90,222,230,2,24,6,15,5,0,1329,1273,435,322,161,0,0,0,0,0,0,0,26,62,100,57,340,613,628,481,681
"Q6R5J2",15,19,54,131,3,0,0,0,3,88,5,4,18,1,11,8,2,11,0,459,487,257,92,46,0,0,0,0,0,0,0,9,0,14,13,0,27,46,10,87
"Q6RCE1",48,116,88,172,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,342,381,141,116,50,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"Q6STH5",14,42,34,75,3,1,0,0,3,2,1,5,2,0,12,2,6,0,0,113,64,87,19,0,0,0,0,0,0,0,0,19,4,3,17,10,32,28,36,27
"Q6T1X6",13,27,34,72,1,0,1,4,0,0,0,0,1,0,32,28,10,0,0,18,12,0,0,14,0,0,0,0,0,0,0,12,25,30,62,53,56,65,48,49
"Q6TEK3",1,19,14,22,0,0,0,0,0,0,0,4,0,0,2,2,6,0,0,21,42,6,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,0
"Q6TNS2",14,24,19,46,2,0,0,1,0,0,0,0,0,1,1,0,2,2,0,122,144,37,21,34,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0
"Q6UB99",33,50,28,97,0,0,0,0,1,3,0,4,5,2,6,1,0,1,0,163,175,146,30,4,0,0,1,0,0,0,1,11,4,6,13,1,5,2,2,7
"Q6VTH5",68,118,85,165,0,0,0,0,0,2,1,4,1,1,7,5,3,23,0,317,418,189,196,55,0,0,0,0,0,0,0,14,93,116,151,4,6,0,1,5
"Q6WKZ8",83,12,6,17,0,1,0,0,3,4,4,15,1,0,4,1,1,1,0,142,121,55,11,21,0,0,0,0,0,0,0,12,0,0,0,12,24,12,13,70
"Q6WQJ1",42,69,69,150,14,0,1,12,2,47,11,41,16,0,21,13,6,1,0,256,296,92,91,0,0,0,0,0,0,0,0,14,107,186,127,78,180,126,42,187
"Q6WWW4",59,15,6,32,3,0,4,64,1,67,17,72,93,4,255,33,69,4,0,604,601,214,267,44,0,0,0,0,0,0,0,6,42,50,44,244,631,525,316,606
"Q6Z0E2",8,30,28,60,5,0,4,13,15,159,25,57,116,5,1,0,0,7,0,798,537,220,174,37,0,0,0,0,0,0,0,1,0,0,0,231,489,466,293,541
"Q6Z1C0",150,7,8,13,8,0,0,0,0,1,0,4,1,0,1,0,0,12,0,657,880,353,183,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6Z2M9",7,15,5,35,0,0,3,14,27,141,43,67,103,4,52,39,13,14,0,130,190,54,50,24,0,0,0,0,0,0,0,29,181,231,131,147,345,322,249,461
"Q6Z4P2",9,32,10,51,1,0,0,0,3,1,0,0,0,1,10,2,4,0,0,86,103,44,16,13,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,10
"Q6Z7K5",51,61,40,132,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,136,322,64,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"Q6Z8P4",4,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,27,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZC69",384,23,5,56,2,0,0,1,2,0,1,3,4,4,42,31,16,0,0,726,524,257,322,91,0,0,0,0,0,0,0,6,0,7,1,10,28,9,18,24
"Q6ZDY8",901,498,426,1178,16,0,31,33,2,3,2,3,8,44,434,120,155,47,6,2934,2370,1031,1679,174,0,0,0,0,0,0,0,53,1271,1716,1390,414,502,543,375,395
"Q6ZFZ4",123,68,72,116,1,0,42,120,99,564,199,380,491,3,47,11,17,92,0,2373,2461,1197,908,249,0,0,0,0,0,0,0,113,195,187,178,755,1945,2190,1507,1845
"Q6ZI17",217,87,72,363,2,0,2,15,24,330,54,142,261,9,25,8,7,144,0,3478,2727,1381,1126,175,0,0,0,0,0,0,0,46,87,160,119,213,524,782,427,932
"Q6ZL17",74,76,53,90,5,0,0,0,0,0,0,0,3,2,0,0,0,0,4,289,244,94,103,21,0,0,0,0,0,0,0,34,0,0,0,0,0,13,0,0
"Q6ZMV9",48,144,130,337,4,0,0,1,5,23,10,28,35,5,23,12,7,1,0,466,478,214,155,58,0,0,0,0,0,0,0,48,103,98,99,54,77,32,11,62
"Q6ZMW3",53,45,19,88,0,0,6,1,0,7,6,1,0,0,0,0,1,20,0,245,143,69,55,8,0,0,0,0,0,0,0,8,1,3,0,61,169,171,118,148
"Q6ZPF4",112,40,28,149,0,0,0,4,10,0,2,1,1,0,1,0,2,1,0,372,374,174,163,30,0,0,0,0,0,0,0,9,0,0,5,4,8,0,8,9
"Q6ZQY2",225,29,17,118,5,0,1,2,11,32,15,7,21,14,68,40,13,15,0,782,779,357,189,79,0,0,0,0,0,0,0,31,72,113,110,43,94,115,66,140
"Q700K0",22,19,24,49,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,134,102,42,39,1,0,0,0,0,0,0,0,19,0,0,37,0,0,0,0,0
"Q700X4",432,32,44,38,2,0,0,0,0,0,0,2,0,18,0,0,0,5,0,1706,1127,503,1405,69,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
